@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
25057,0,1564,' Never-married',' Not-in-family',' Male',' >50K',cluster0
25058,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25059,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25060,3781,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster2
25061,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25062,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25063,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25064,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25065,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25066,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25067,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25068,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25069,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25070,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25071,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
25072,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25073,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25074,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25075,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25076,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25077,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25078,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25079,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25080,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25081,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25082,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25083,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25084,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25085,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25086,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25087,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25088,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25089,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25090,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25091,4650,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster1
25092,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25093,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25094,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25095,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25096,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25097,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25098,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25099,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25100,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25101,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
25102,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25103,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25104,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25105,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25106,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25107,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25108,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25109,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25110,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25111,0,0,' Separated',' Own-child',' Female',' <=50K',cluster0
25112,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25113,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25114,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25115,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25116,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
25117,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25118,0,1485,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
25119,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25120,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25121,0,0,' Never-married',' Not-in-family',' Female',' >50K',cluster0
25122,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25123,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25124,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25125,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
25126,2414,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25127,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25128,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
25129,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25130,0,0,' Married-AF-spouse',' Husband',' Male',' <=50K',cluster1
25131,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25132,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25133,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25134,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25135,0,1977,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
25136,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25137,0,0,' Divorced',' Not-in-family',' Male',' >50K',cluster0
25138,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25139,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25140,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
25141,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25142,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25143,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25144,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25145,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25146,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25147,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25148,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25149,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
25150,0,1564,' Never-married',' Not-in-family',' Male',' >50K',cluster0
25151,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
25152,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25153,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25154,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25155,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25156,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25157,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25158,0,0,' Divorced',' Unmarried',' Male',' >50K',cluster0
25159,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
25160,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25161,2653,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25162,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25163,20051,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25164,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25165,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25166,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25167,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25168,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25169,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25170,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25171,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25172,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25173,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25174,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25175,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25176,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25177,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25178,99999,0,' Never-married',' Not-in-family',' Male',' >50K',cluster2
25179,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25180,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
25181,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
25182,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25183,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25184,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25185,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25186,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25187,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25188,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25189,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25190,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25191,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25192,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25193,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25194,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25195,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25196,0,0,' Married-spouse-absent',' Unmarried',' Male',' <=50K',cluster0
25197,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25198,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25199,0,1408,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
25200,0,0,' Married-spouse-absent',' Own-child',' Male',' <=50K',cluster1
25201,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25202,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25203,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25204,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25205,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25206,1831,0,' Divorced',' Unmarried',' Female',' <=50K',cluster1
25207,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25208,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
25209,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25210,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25211,0,0,' Divorced',' Unmarried',' Male',' >50K',cluster0
25212,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25213,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25214,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25215,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25216,2176,0,' Never-married',' Own-child',' Female',' <=50K',cluster1
25217,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
25218,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25219,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25220,0,0,' Married-civ-spouse',' Other-relative',' Male',' <=50K',cluster0
25221,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25222,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25223,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25224,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25225,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25226,0,0,' Divorced',' Not-in-family',' Female',' >50K',cluster0
25227,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25228,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25229,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25230,4650,0,' Separated',' Not-in-family',' Male',' <=50K',cluster1
25231,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25232,4101,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25233,0,0,' Divorced',' Own-child',' Male',' <=50K',cluster0
25234,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25235,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
25236,3103,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
25237,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25238,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25239,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25240,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
25241,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25242,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25243,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25244,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25245,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25246,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25247,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25248,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
25249,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
25250,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25251,0,1669,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25252,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
25253,0,1380,' Divorced',' Own-child',' Male',' <=50K',cluster0
25254,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
25255,15024,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster2
25256,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
25257,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25258,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25259,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25260,8614,0,' Divorced',' Not-in-family',' Male',' >50K',cluster1
25261,15024,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25262,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25263,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25264,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25265,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25266,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25267,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25268,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25269,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25270,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
25271,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25272,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25273,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25274,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25275,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25276,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
25277,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25278,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25279,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25280,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25281,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
25282,3411,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25283,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25284,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25285,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25286,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25287,0,2559,' Never-married',' Not-in-family',' Female',' >50K',cluster0
25288,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25289,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25290,0,0,' Divorced',' Not-in-family',' Male',' >50K',cluster0
25291,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25292,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25293,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25294,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25295,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25296,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25297,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
25298,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25299,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25300,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25301,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25302,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25303,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
25304,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25305,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
25306,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25307,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25308,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25309,0,1741,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25310,0,0,' Divorced',' Own-child',' Female',' <=50K',cluster0
25311,27828,0,' Never-married',' Unmarried',' Male',' >50K',cluster2
25312,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25313,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25314,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
25315,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25316,0,0,' Divorced',' Not-in-family',' Male',' >50K',cluster0
25317,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25318,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25319,0,0,' Widowed',' Unmarried',' Female',' >50K',cluster0
25320,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25321,6767,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25322,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25323,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25324,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
25325,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25326,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
25327,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25328,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25329,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25330,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
25331,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25332,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25333,0,0,' Separated',' Unmarried',' Male',' <=50K',cluster0
25334,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25335,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25336,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25337,0,1672,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
25338,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25339,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
